"k"	"p"	"c"	"o"	"f"	"g"	"s"
"k_Bacteria"	"p_Actinobacteria"	"c_Actinobacteria"	"o_Pseudonocardiales"	"f_Pseudonocardiaceae"	"g_Amycolatopsis"	"s_Amycolatopsis_halophila"
"k_Bacteria"	"p_Actinobacteria"	"c_Actinobacteria"	"o_Pseudonocardiales"	"f_Pseudonocardiaceae"	NA	NA
"k_Bacteria"	"p_Actinobacteria"	"c_Actinobacteria"	"o_Pseudonocardiales"	"f_Pseudonocardiaceae"	"g_Actinokineospora"	"s_Actinokineospora_enzanensis"
"k_Bacteria"	"p_Actinobacteria"	"c_Actinobacteria"	"o_Pseudonocardiales"	"f_Pseudonocardiaceae"	"g_Saccharomonospora"	"s_Saccharomonospora_glauca"
"k_Bacteria"	"p_Actinobacteria"	"c_Actinobacteria"	"o_Pseudonocardiales"	"f_Pseudonocardiaceae"	"g_Saccharomonospora"	NA
"k_Bacteria"	"p_Actinobacteria"	"c_Actinobacteria"	"o_Pseudonocardiales"	"f_Pseudonocardiaceae"	"g_Kibdelosporangium"	"s_Kibdelosporangium_phytohabitans"
"k_Bacteria"	"p_Actinobacteria"	"c_Actinobacteria"	"o_Pseudonocardiales"	"f_Pseudonocardiaceae"	"g_Amycolatopsis"	"s_Amycolatopsis_methanolica"
"k_Bacteria"	"p_Actinobacteria"	"c_Actinobacteria"	"o_Pseudonocardiales"	"f_Pseudonocardiaceae"	"g_Kutzneria"	"s_Kutzneria_albida"
"k_Bacteria"	"p_Actinobacteria"	"c_Actinobacteria"	"o_Pseudonocardiales"	"f_Pseudonocardiaceae"	"g_Saccharomonospora"	"s_Saccharomonospora_marina"
"k_Bacteria"	"p_Actinobacteria"	"c_Actinobacteria"	"o_Pseudonocardiales"	"f_Pseudonocardiaceae"	"g_Saccharomonospora"	"s_Saccharomonospora_saliphila"
"k_Bacteria"	"p_Actinobacteria"	"c_Actinobacteria"	"o_Streptosporangiales"	"f_Nocardiopsaceae"	"g_Thermobifida"	"s_Thermobifida_fusca"
"k_Bacteria"	"p_Actinobacteria"	"c_Actinobacteria"	"o_Pseudonocardiales"	"f_Pseudonocardiaceae"	"g_Saccharopolyspora"	"s_Saccharopolyspora_spinosa"
"k_Bacteria"	"p_Actinobacteria"	"c_Actinobacteria"	"o_Pseudonocardiales"	"f_Pseudonocardiaceae"	"g_Saccharopolyspora"	"s_Saccharopolyspora_erythraea"
"k_Bacteria"	"p_Actinobacteria"	"c_Actinobacteria"	"o_Pseudonocardiales"	"f_Pseudonocardiaceae"	"g_Saccharopolyspora"	NA
"k_Bacteria"	"p_Actinobacteria"	"c_Actinobacteria"	"o_Streptomycetales"	"f_Streptomycetaceae"	"g_Streptomyces"	NA
"k_Bacteria"	"p_Actinobacteria"	"c_Actinobacteria"	"o_Pseudonocardiales"	"f_Pseudonocardiaceae"	"g_Sciscionella"	"s_Sciscionella_marina"
"k_Bacteria"	"p_Actinobacteria"	"c_Actinobacteria"	"o_Streptomycetales"	"f_Streptomycetaceae"	NA	NA
"k_Bacteria"	"p_Actinobacteria"	"c_Actinobacteria"	"o_Streptomycetales"	"f_Streptomycetaceae"	"g_Streptomyces"	"s_Streptomyces_albus"
"k_Bacteria"	"p_Actinobacteria"	"c_Actinobacteria"	"o_Streptomycetales"	"f_Streptomycetaceae"	"g_Streptomyces"	"s_Streptomyces_sp_Tu6071"
"k_Bacteria"	"p_Actinobacteria"	"c_Actinobacteria"	"o_Streptomycetales"	"f_Streptomycetaceae"	"g_Streptomyces"	"s_Streptomyces_sp_CNT360"
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Coriobacteriales"	"f_Atopobiaceae"	"g_Atopobium"	NA
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Coriobacteriales"	NA	NA	NA
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Coriobacteriales"	"f_Atopobiaceae"	NA	NA
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Coriobacteriales"	"f_Atopobiaceae"	"g_Atopobium"	"s_Atopobium_fossor"
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Coriobacteriales"	"f_Coriobacteriaceae"	"g_Collinsella"	"s_Collinsella_intestinalis"
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Coriobacteriales"	"f_Coriobacteriaceae"	"g"	"s_Coriobacteriaceae_bacterium_68_1_3"
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Coriobacteriales"	"f_Atopobiaceae"	"g_Atopobium"	"s_Atopobium_sp_oral_taxon_199"
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Coriobacteriales"	"f_Atopobiaceae"	"g_Olsenella"	"s_Olsenella_uli"
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Coriobacteriales"	"f_Atopobiaceae"	"g_Olsenella"	"s_Olsenella_sp_oral_taxon_809"
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Coriobacteriales"	"f_Atopobiaceae"	"g_Olsenella"	"s_Olsenella_sp_SIT9"
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Coriobacteriales"	"f_Atopobiaceae"	"g_Olsenella"	NA
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Coriobacteriales"	"f_Coriobacteriaceae"	NA	NA
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Coriobacteriales"	"f_Coriobacteriaceae"	"g_Collinsella"	NA
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Coriobacteriales"	"f_Coriobacteriaceae"	"g_Enorma"	"s_Enorma_massiliensis"
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Coriobacteriales"	"f_Coriobacteriaceae"	"g_Collinsella"	"s_Collinsella_tanakaei"
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Coriobacteriales"	"f_Coriobacteriaceae"	"g_Coriobacterium"	"s_Coriobacterium_glomerans"
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Coriobacteriales"	"f_Coriobacteriaceae"	"g_Senegalimassilia"	"s_Senegalimassilia_anaerobia"
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Eggerthellales"	"f_Eggerthellaceae"	"g_Cryptobacterium"	"s_Cryptobacterium_curtum"
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Eggerthellales"	"f_Eggerthellaceae"	"g_Adlercreutzia"	"s_Adlercreutzia_equolifaciens"
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Eggerthellales"	"f_Eggerthellaceae"	"g"	"s_Eggerthellaceae_bacterium_AT8"
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Eggerthellales"	"f_Eggerthellaceae"	NA	NA
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Eggerthellales"	"f_Eggerthellaceae"	"g_Eggerthella"	NA
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Eggerthellales"	"f_Eggerthellaceae"	"g_Enterorhabdus"	"s_Enterorhabdus_caecimuris"
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Eggerthellales"	"f_Eggerthellaceae"	"g_Enterorhabdus"	NA
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Eggerthellales"	"f_Eggerthellaceae"	"g_Enterorhabdus"	"s_Enterorhabdus_mucosicola"
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Eggerthellales"	"f_Eggerthellaceae"	"g_Slackia"	"s_Slackia_piriformis"
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Eggerthellales"	"f_Eggerthellaceae"	"g_Slackia"	"s_Slackia_exigua"
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Eggerthellales"	"f_Eggerthellaceae"	"g_Slackia"	NA
"k_Bacteria"	"p_Actinobacteria"	"c_Coriobacteriia"	"o_Eggerthellales"	"f_Eggerthellaceae"	"g_Slackia"	"s_Slackia_heliotrinireducens"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	NA	NA	NA	NA
"k_Bacteria"	"p_Bacteroidetes"	"c"	"o"	"f"	"g"	"s_Bacteroidetes_oral_taxon_274"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f"	"g_Phocaeicola"	"s_Phocaeicola_abscessus"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f"	"g"	"s_Bacteroidales_bacterium_CF"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f"	"g_Candidatus_Azobacteroides"	"s_Candidatus_Azobacteroides_pseudotrichonymphae"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Bacteroidaceae"	"g_Bacteroides"	"s_Bacteroides_fragilis"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Bacteroidaceae"	"g_Bacteroides"	"s_Bacteroides_coprocola"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Bacteroidaceae"	"g_Bacteroides"	"s_Bacteroides_cellulosilyticus"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Bacteroidaceae"	"g_Bacteroides"	"s_Bacteroides_barnesiae"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Bacteroidaceae"	"g_Bacteroides"	"s_Bacteroides_coprophilus"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Bacteroidaceae"	"g_Bacteroides"	"s_Bacteroides_fluxus"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Bacteroidaceae"	"g_Bacteroides"	"s_Bacteroides_coprosuis"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Bacteroidaceae"	"g_Bacteroides"	"s_Bacteroides_oleiciplenus"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Bacteroidaceae"	"g_Bacteroides"	"s_Bacteroides_neonati"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Bacteroidaceae"	"g_Bacteroides"	"s_Bacteroides_graminisolvens"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Bacteroidaceae"	"g_Bacteroides"	"s_Bacteroides_stercoris"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Bacteroidaceae"	"g_Bacteroides"	"s_Bacteroides_salyersiae"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Bacteroidaceae"	"g_Bacteroides"	"s_Bacteroides_plebeius"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Bacteroidaceae"	"g_Bacteroides"	"s_Bacteroides_ovatus"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Bacteroidaceae"	"g_Bacteroides"	"s_Bacteroides_salanitronis"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Bacteroidaceae"	"g_Bacteroides"	"s_Bacteroides_sp_Ga6A1"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Bacteroidaceae"	"g_Bacteroides"	"s_Bacteroides_thetaiotaomicron"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Bacteroidaceae"	"g_Bacteroides"	"s_Bacteroides_vulgatus"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Odoribacteraceae"	"g_Odoribacter"	"s_Odoribacter_laneus"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Odoribacteraceae"	"g_Butyricimonas"	"s_Butyricimonas_virosa"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Odoribacteraceae"	"g_Butyricimonas"	"s_Butyricimonas_synergistica"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Odoribacteraceae"	"g_Butyricimonas"	NA
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Odoribacteraceae"	NA	NA
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Odoribacteraceae"	"g_Odoribacter"	NA
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_copri"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Porphyromonadaceae"	"g_Parabacteroides"	"s_Parabacteroides_distasonis"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Porphyromonadaceae"	"g_Barnesiella"	"s_Barnesiella_intestinihominis"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Porphyromonadaceae"	NA	NA
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Porphyromonadaceae"	"g_Barnesiella"	NA
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Porphyromonadaceae"	"g_Coprobacter"	"s_Coprobacter_fastidiosus"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Porphyromonadaceae"	"g_Barnesiella"	"s_Barnesiella_viscericola"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Porphyromonadaceae"	"g_Parabacteroides"	NA
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Porphyromonadaceae"	"g_Fermentimonas"	"s_Fermentimonas_caenicola"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Porphyromonadaceae"	"g_Dysgonomonas"	"s_Dysgonomonas_mossii"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Porphyromonadaceae"	"g_Dysgonomonas"	"s_Dysgonomonas_capnocytophagoides"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Porphyromonadaceae"	"g_Dysgonomonas"	NA
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Porphyromonadaceae"	"g_Dysgonomonas"	"s_Dysgonomonas_gadei"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Porphyromonadaceae"	"g_Paludibacter"	"s_Paludibacter_propionicigenes"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Porphyromonadaceae"	"g_Parabacteroides"	"s_Parabacteroides_johnsonii"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Porphyromonadaceae"	"g_Parabacteroides"	"s_Parabacteroides_goldsteinii"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_buccae"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	NA	NA
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Porphyromonadaceae"	"g_Porphyromonas"	"s_Porphyromonas_levii"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Porphyromonadaceae"	"g_Porphyromonas"	"s_Porphyromonas_gingivalis"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Porphyromonadaceae"	"g_Porphyromonas"	"s_Porphyromonas_asaccharolytica"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Porphyromonadaceae"	"g_Porphyromonas"	NA
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Porphyromonadaceae"	"g_Tannerella"	"s_Tannerella_forsythia"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Porphyromonadaceae"	"g_Porphyromonas"	"s_Porphyromonas_somerae"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Porphyromonadaceae"	"g_Porphyromonas"	"s_Porphyromonas_macacae"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Porphyromonadaceae"	"g_Proteiniphilum"	"s_Proteiniphilum_acetatigenes"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	NA
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Paraprevotella"	"s_Paraprevotella_xylaniphila"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Alloprevotella"	"s_Alloprevotella_tannerae"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Alloprevotella"	"s_Alloprevotella_rava"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Alloprevotella"	NA
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_bivia"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_bergensis"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_amnii"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_albensis"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_baroniae"
"k_Bacteria"	"p_Firmicutes"	"c_Clostridia"	"o_Clostridiales"	NA	NA	NA
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_timonensis"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_stercorea"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_maculosa"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_denticola"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_dentalis"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_corporis"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_enoeca"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_intermedia"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_fusca"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_loescheii"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_scopos"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_pallens"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_nigrescens"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_multiformis"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_melaninogenica"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_marshii"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_multisaccharivorax"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_nanceiensis"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_oralis"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_oryzae"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_salivae"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_ruminicola"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Prevotellaceae"	"g_Prevotella"	"s_Prevotella_paludivivens"
"k_Bacteria"	"p_Firmicutes"	"c_Bacilli"	"o_Lactobacillales"	"f_Streptococcaceae"	"g_Streptococcus"	"s_Streptococcus_salivarius"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Rikenellaceae"	"g_Alistipes"	"s_Alistipes_putredinis"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Rikenellaceae"	"g_Alistipes"	"s_Alistipes_finegoldii"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Rikenellaceae"	"g_Alistipes"	NA
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Rikenellaceae"	NA	NA
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Rikenellaceae"	"g_Alistipes"	"s_Alistipes_indistinctus"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Rikenellaceae"	"g_Alistipes"	"s_Alistipes_obesi"
"k_Bacteria"	"p_Firmicutes"	"c_Bacilli"	"o_Lactobacillales"	"f_Lactobacillaceae"	"g_Lactobacillus"	"s_Lactobacillus_salivarius"
"k_Bacteria"	"p_Firmicutes"	"c_Bacilli"	"o_Lactobacillales"	"f_Lactobacillaceae"	"g_Lactobacillus"	"s_Lactobacillus_antri"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Rikenellaceae"	"g_Alistipes"	"s_Alistipes_shahii"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Rikenellaceae"	"g_Alistipes"	"s_Alistipes_senegalensis"
"k_Bacteria"	"p_Firmicutes"	NA	NA	NA	NA	NA
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Rikenellaceae"	"g_Rikenella"	"s_Rikenella_microfusus"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Bacteroidales"	"f_Rikenellaceae"	"g_Mucinivorans"	"s_Mucinivorans_hirudinis"
"k_Bacteria"	"p_Bacteroidetes"	"c_Flavobacteriia"	"o_Flavobacteriales"	"f_Flavobacteriaceae"	"g_Chryseobacterium"	"s_Chryseobacterium_gallinarum"
"k_Bacteria"	"p_Bacteroidetes"	"c_Flavobacteriia"	"o_Flavobacteriales"	"f_Flavobacteriaceae"	"g_Capnocytophaga"	"s_Capnocytophaga_granulosa"
"k_Bacteria"	"p_Bacteroidetes"	"c_Chitinophagia"	"o_Chitinophagales"	"f_Chitinophagaceae"	"g_Asinibacterium"	"s_Asinibacterium_sp_OR53"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Marinilabiliales"	"f_Marinilabiliaceae"	"g_Alkaliflexus"	"s_Alkaliflexus_imshenetskii"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Marinilabiliales"	"f_Salinivirgaceae"	"g_Salinivirga"	"s_Salinivirga_cyanobacteriivorans"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Marinilabiliales"	"f_Marinilabiliaceae"	"g_Saccharicrinis"	"s_Saccharicrinis_fermentans"
"k_Bacteria"	"p_Bacteroidetes"	"c_Bacteroidia"	"o_Marinilabiliales"	"f_Prolixibacteraceae"	"g_Draconibacterium"	"s_Draconibacterium_orientale"
"k_Bacteria"	"p_Bacteroidetes"	"c_Flavobacteriia"	"o_Flavobacteriales"	"f_Flavobacteriaceae"	NA	NA
"k_Bacteria"	"p_Bacteroidetes"	"c_Chitinophagia"	"o_Chitinophagales"	"f_Chitinophagaceae"	"g_Sediminibacterium"	"s_Sediminibacterium_salmoneum"
"k_Bacteria"	"p_Bacteroidetes"	"c_Chitinophagia"	"o_Chitinophagales"	"f_Chitinophagaceae"	"g_Chitinophaga"	"s_Chitinophaga_pinensis"
"k_Bacteria"	"p_Bacteroidetes"	"c_Cytophagia"	"o_Cytophagales"	"f_Cytophagaceae"	"g_Leadbetterella"	"s_Leadbetterella_byssophila"
"k_Bacteria"	"p_Bacteroidetes"	"c_Cytophagia"	"o_Cytophagales"	"f_Amoebophilaceae"	"g_Candidatus_Amoebophilus"	"s_Candidatus_Amoebophilus_asiaticus"
