"k"	"p"	"c"	"o"	"f"	"g"	"s"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_P22virus"	NA
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_N4virus"	"s_Achromobacter_phage_phiAxp_3"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_N4virus"	NA
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_N4virus"	"s_Salmonella_phage_FSL_SP_076"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_N4virus"	"s_Salmonella_phage_FSL_SP_058"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_P22virus"	"s_Enterobacteria_phage_ST104"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	NA	NA
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_P22virus"	"s_Shigella_phage_Sf6"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_P22virus"	"s_Salmonella_phage_vB_SemP_Emek"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_P22virus"	"s_Salmonella_phage_epsilon34"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_P22virus"	"s_Salmonella_phage_ST64T"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_P22virus"	"s_Salmonella_phage_ST160"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_P22virus"	"s_Salmonella_phage_SE1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_P22virus"	"s_Salmonella_virus_P22"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_T7virus"	"s_Enterobacteria_phage_K30"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_T7virus"	NA
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_Sp6virus"	"s_Escherichia_virus_K1E"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_Sp6virus"	NA
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_T7virus"	"s_Citrobacter_phage_SH2"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_T7virus"	"s_Citrobacter_phage_SH1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_T7virus"	"s_Enterobacter_phage_phiEap_1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_T7virus"	"s_Klebsiella_phage_K11"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_T7virus"	"s_Klebsiella_phage_KP32"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_T7virus"	"s_Yersinia_phage_phiYeO3_12"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_T7virus"	"s_Salmonella_phage_phiSG_JL2"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Podoviridae"	"g_T7virus"	"s_Yersinia_phage_vB_YenP_AP5"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Bacteroides_phage_B124_14"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Klebsiella_phage_Sushi"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Enterobacteria_phage_HK544"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Enterobacteria_phage_HK542"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Enterobacteria_phage_HK106"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Cronobacter_phage_ENT39118"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Clostridium_phage_vB_CpeS_CP51"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Clostridium_phage_phiSM101"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Clostridium_phage_PhiS63"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Clostridium_phage_phi3626"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Clostridium_phage_phiCD111"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Cronobacter_phage_phiES15"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Enterobacteria_phage_ES18"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Enterococcus_phage_phiEf11"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Enterococcus_phage_EFC_1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Enterococcus_phage_IME_EFm1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Enterococcus_phage_vB_EfaS_IME197"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Klebsiella_phage_KLPN1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Enterococcus_phage_vB_EfaS_IME198"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Klebsiella_phage_PKP126"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Salmonella_phage_SPN3UB"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactobacillus_phage_phiadh"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactobacillus_phage_LfeSau"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactobacillus_phage_LF1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Klebsiella_phage_phiKO2"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactobacillus_phage_CL1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactobacillus_phage_Lc_Nu"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactobacillus_phage_Lrm1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactobacillus_phage_phiPYB5"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactobacillus_phage_PLE2"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactobacillus_phage_iA2"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactobacillus_phage_Sha1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactobacillus_phage_PLE3"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactobacillus_phage_phiLdb"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Salmonella_phage_IME207"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Pseudomonas_phage_PaMx74"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactobacillus_prophage_Lj965"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactobacillus_prophage_Lj928"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactobacillus_phage_phig1e"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactococcus_phage_TP901_1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactococcus_phage_P680"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactococcus_phage_340"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactococcus_phage_28201"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactococcus_phage_P335_sensu_lato"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactococcus_phage_BK5_T"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactococcus_phage_63301"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactococcus_phage_50101"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactococcus_phage_98201"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactococcus_phage_BM13"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactococcus_phage_ul36"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactococcus_phage_jm3"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactococcus_phage_jm2"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Lactococcus_phage_phiL47"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Pectobacterium_phage_My1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Leuconostoc_phage_phiLN34"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Pseudomonas_phage_JBD44"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Pseudomonas_phage_YMC11_07_P54_PAE_BP"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Salmonella_phage_SSU5"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Streptococcus_phage_SM1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Streptococcus_phage_5093"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Staphylococcus_phage_StB27"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Salmonella_phage_vB_SosS_Oslo"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Staphylococcus_phage_P954"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Staphylococcus_phage_23MRA"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Staphylococcus_phage_SMSAP5"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Staphylococcus_phage_StB12"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Staphylococcus_phage_StB20_like"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Staphylococcus_phage_TEM123"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Staphylococcus_phage_StauST398_4"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Staphylococcus_phage_phi7401PVL"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Staphylococcus_phage_YMC_09_04_R1988"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Staphylococcus_phage_phiNM3"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Staphylococcus_phage_phiBU01"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Staphylococcus_prophage_phiPV83"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Streptococcus_phage_PH15"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Streptococcus_phage_PH10"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Streptococcus_phage_MM1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Streptococcus_phage_M102AD"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Streptococcus_phage_TP_778L"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Streptococcus_phage_SpSL1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Streptococcus_phage_YMC_2011"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Streptococcus_phage_phiARI0923"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Streptococcus_phage_phiARI0468_4"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Streptococcus_phage_phiARI0746"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Kp36virus"	"s_Klebsiella_virus_1513"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Streptococcus_virus_9874"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g"	"s_Streptococcus_virus_9872"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Jerseyvirus"	"s_Salmonella_phage_SE2"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Biseptimavirus"	"s_Staphylococcus_phage_77"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Biseptimavirus"	"s_Staphylococcus_phage_Pvl108"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Kp36virus"	NA
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Kp36virus"	"s_Klebsiella_virus_KP36"
"k_Viruses"	"p_ssDNA_viruses"	"c"	"o"	"f_Inoviridae"	"g_Inovirus"	NA
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Lambdavirus"	"s_Enterobacteria_phage_mEp460"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Lambdavirus"	"s_Enterobacteria_phage_cdtI"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Lambdavirus"	"s_Enterobacteria_phage_HK140"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Lambdavirus"	"s_Enterobacteria_phage_BP_4795"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Lambdavirus"	"s_Bacillus_phage_phi105"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Lambdavirus"	"s_Enterobacteria_phage_HK225"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Lambdavirus"	"s_Enterobacteria_phage_HK446"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Lambdavirus"	"s_Enterobacteria_phage_HK633"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Lambdavirus"	"s_Enterobacteria_phage_HK629"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Lambdavirus"	"s_Enterobacteria_phage_HK630"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Lambdavirus"	"s_Enterobacteria_phage_mEp237"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Lambdavirus"	"s_Enterobacteria_phage_mEp043_c_1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Lambdavirus"	"s_Enterobacteria_phage_mEp235"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Lambdavirus"	"s_Enterobacteria_phage_phi80"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Lambdavirus"	"s_Enterobacteria_phage_mEpX2"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Lambdavirus"	"s_Enterobacteria_phage_mEpX1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Lambdavirus"	"s_Stx2_converting_phage_1717"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Lambdavirus"	"s_Escherichia_phage_HK639"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Lambdavirus"	"s_Enterobacterial_phage_mEp213"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Lambdavirus"	"s_Enterobacterial_phage_mEp390"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Lambdavirus"	"s_Enterobacterial_phage_mEp234"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Lambdavirus"	"s_Escherichia_phage_HK75"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Lambdavirus"	"s_Escherichia_virus_Lambda"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Lambdavirus"	"s_Escherichia_virus_HK022"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Lambdavirus"	"s_Escherichia_virus_HK97"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Nonagvirus"	"s_Escherichia_virus_JenP1"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_N15virus"	"s_Escherichia_virus_N15"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Nonagvirus"	"s_Escherichia_virus_9g"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Sfi21dt1virus"	"s_Streptococcus_phage_Abc2"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Sfi11virus"	"s_Streptococcus_phage_O1205"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Phietavirus"	"s_Staphylococcus_phage_phiMR25"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Phietavirus"	"s_Staphylococcus_phage_187"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Phietavirus"	NA
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Phietavirus"	"s_Staphylococcus_phage_88"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Phietavirus"	"s_Staphylococcus_phage_55"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Phietavirus"	"s_Staphylococcus_phage_29"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Phietavirus"	"s_Staphylococcus_phage_PH15"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Phietavirus"	"s_Staphylococcus_phage_B236"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Phietavirus"	"s_Staphylococcus_phage_96"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Phietavirus"	"s_Staphylococcus_phage_CNPH82"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Phietavirus"	"s_Staphylococcus_phage_Ipla5"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Phietavirus"	"s_Staphylococcus_phage_phiETA"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Phietavirus"	"s_Staphylococcus_phage_phiMR11"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Sfi11virus"	"s_Streptococcus_phage_2972"
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Phifelvirus"	NA
"k_Viruses"	"p_dsDNA_viruses_no_RNA_stage"	"c"	"o_Caudovirales"	"f_Siphoviridae"	"g_Phifelvirus"	"s_Enterococcus_phage_phifl3"
